PersonID,Amount,FamilySize,Distance,Duration,DirectVisits,OnlineVisits,Quantity,NumberofFrequentItems,TransactionMode,Area,Occupation
C4818,3500,3,8,373,22,13,388,22,1,Area1,1
C4819,3308,2,5,129,16,13,316,15,2,Area1,2
C4820,3175,3,6,313,10,8,370,6,1,Area1,1
C4821,3044,3,5,470,17,16,1653,17,2,Area1,1
C4822,2575,3,7,401,11,11,971,10,2,Area1,3
C4823,2750,2,8,306,13,12,1150,13,2,Area1,1
C4825,6250,2,6,424,34,31,3785,34,2,Area1,2
C4826,3199,2,7,457,11,11,900,8,2,Area1,3
C4827,2500,6,18,313,14,9,1182,14,2,Area1,1
C4828,3125,4,9,152,12,12,878,12,2,Area1,3
C4830,9387,3,7,352,26,22,1364,14,1,Area1,3
C4832,2563,3,6,365,13,13,516,13,2,Area1,3
C4833,2500,2,6,388,13,13,302,13,2,Area1,1
C4834,3313,2,5,260,13,13,4840,13,2,Area1,1
C4835,5937,6,9,290,19,22,2547,18,2,Area1,2
C4836,2563,4,8,285,11,9,1117,11,2,Area1,1
C4837,7563,6,8,445,31,31,2550,31,2,Area1,3
C4838,3152,2,6,376,7,7,2471,0,2,Area1,2
C4840,3062,2,8,327,11,9,2433,11,2,Area1,2
C4841,4875,4,10,199,15,15,281,15,2,Area1,2
C4842,3531,2,6,429,11,11,3545,11,2,Area1,2
C4843,3016,3,22,366,12,12,6795,10,2,Area1,3
C4844,4500,2,5,232,6,6,859,0,2,Area1,1
C4845,3437,3,7,294,2,2,64,1,2,Area1,3
C4847,2500,3,7,461,6,6,1097,6,2,Area1,3
C4848,3563,3,6,467,9,9,5145,9,2,Area1,2
C4849,4983,4,6,425,18,17,2873,14,2,Area1,2
C4850,5188,5,21,386,10,9,1222,4,2,Area1,2
C4852,3019,3,5,390,17,13,2284,17,2,Area1,2
C4853,4750,4,9,370,19,19,616,19,2,Area1,3
C4855,4588,5,7,350,21,22,1543,18,2,Area1,3
C4856,4875,3,7,142,10,10,1315,6,1,Area1,3
C4857,2963,4,14,379,22,14,1486,22,1,Area1,2
C4859,3063,2,6,169,10,10,229,10,2,Area1,2
C4860,2688,2,6,397,12,12,133,12,2,Area1,1
C4862,4751,2,5,432,30,19,605,30,1,Area1,1
C4863,2625,5,8,440,15,12,3028,15,1,Area1,2
C4864,4813,4,7,462,15,15,106,15,2,Area1,1
C4865,3000,5,8,318,20,14,5006,20,1,Area1,2
C4866,4320,2,8,431,30,22,803,30,1,Area1,3
C4867,3138,12,22,413,21,18,1074,21,1,Area1,2
C4868,3562,2,4,367,13,13,169,8,2,Area1,3
C4869,2588,4,23,358,16,11,2578,16,2,Area1,1
C4871,6968,2,6,426,42,25,1033,39,2,Area1,2
C4872,3313,3,4,377,12,10,3127,12,2,Area1,3
C4873,3438,2,5,222,21,21,1067,20,2,Area1,1
C4874,4250,3,7,312,17,17,932,17,2,Area1,3
C4876,2938,3,8,338,15,11,964,15,1,Area1,1
C4877,4161,5,7,291,15,15,2702,10,2,Area1,1
C4878,5250,4,7,255,29,20,2160,29,2,Area1,2
C4881,2563,4,14,334,15,13,494,15,2,Area1,2
C4883,4781,3,6,413,26,26,1194,26,2,Area1,3
C4884,5524,3,11,431,14,14,344,5,2,Area1,2
C4886,3313,3,8,324,14,10,8,14,1,Area1,3
C4887,2919,2,6,444,11,11,419,11,2,Area1,3
C4888,2687,2,4,363,8,8,646,3,1,Area1,2
C4889,7563,4,4,434,35,30,1230,35,2,Area1,2
C4891,7849,4,9,447,31,33,1301,30,2,Area1,1
C4892,2631,4,6,454,15,15,4603,15,2,Area1,1
C4893,4086,3,7,369,21,21,1245,20,2,Area1,3
C4895,2500,3,6,403,17,12,496,17,1,Area1,2
C4896,4313,3,10,398,22,18,1474,22,2,Area1,2
C4898,4219,3,8,160,5,5,417,1,2,Area1,1
C4899,6773,4,11,454,17,13,322,8,1,Area1,2
C4901,3750,4,10,377,27,14,790,27,1,Area1,3
C4902,3137,2,6,408,14,11,945,12,2,Area1,1
C4903,5188,3,8,341,19,16,657,19,2,Area1,3
C4904,5625,3,8,253,17,18,2946,16,2,Area1,3
C4906,2763,3,7,433,16,15,3182,15,2,Area1,2
C4907,5313,4,8,105,15,15,2667,15,2,Area1,1
C4910,5132,3,7,205,27,21,1124,24,1,Area1,1
C4911,3175,3,9,419,17,14,4163,17,2,Area1,3
C4912,2850,2,5,428,15,13,2353,15,2,Area1,3
C4914,3525,2,5,464,15,14,1388,15,2,Area1,3
C4915,2891,3,5,343,16,13,2935,14,2,Area1,3
C4916,9975,5,9,464,60,49,18728,60,2,Area1,2
C4917,2938,3,8,200,8,8,329,8,2,Area1,2
C4919,2500,3,9,377,10,9,829,10,2,Area1,2
C4920,4000,3,6,231,9,9,1656,9,2,Area1,2
C4923,4350,3,7,253,25,21,316,25,2,Area1,2
C4924,5500,3,8,228,7,7,6,2,2,Area1,2
C4926,3063,3,6,453,13,13,1373,13,2,Area1,1
C4927,3344,3,9,401,12,12,1017,12,2,Area1,1
C4928,7188,3,7,393,26,25,1340,26,2,Area1,3
C4929,9446,3,7,377,17,17,332,8,2,Area1,3
C4930,2938,3,6,398,8,8,815,8,2,Area1,1
C4931,2904,3,6,126,13,13,402,9,1,Area1,3
C4933,2625,3,7,423,10,10,2719,10,2,Area1,1
C4934,2669,3,8,196,9,9,226,3,2,Area1,1
C4935,4625,3,6,415,15,15,2933,15,2,Area1,1
C4936,2538,2,6,382,11,10,592,11,2,Area1,1
C4937,2938,2,6,364,11,10,2048,11,2,Area1,1
C4938,2813,4,6,359,17,17,2175,17,1,Area1,3
C4939,3512,3,5,368,16,16,530,15,2,Area1,2
C4940,9438,4,7,360,49,39,151,49,2,Area1,2
C4943,17206,3,5,388,47,44,1287,42,1,Area1,2
C4944,10496,4,21,337,48,38,973,40,2,Area1,2
C4945,3250,3,6,375,20,18,297,20,2,Area1,1
C4947,3112,2,7,137,7,7,534,4,1,Area1,1
C4948,3851,4,8,417,16,14,2571,11,2,Area1,3
C4951,3899,3,8,308,7,7,788,2,2,Area1,3
C4953,5875,3,8,372,42,30,1500,41,2,Area1,3
C4954,2637,2,7,119,8,8,185,6,2,Area1,3
C4955,3713,3,8,438,21,16,609,21,1,Area1,1
C4959,2875,3,15,316,12,11,1601,12,2,Area1,3
C4960,2500,4,9,420,10,10,865,10,2,Area1,1
C4961,6250,3,6,317,26,25,1512,26,2,Area1,1
C4962,3000,4,10,253,10,10,1471,10,2,Area1,1
C4963,3438,3,10,426,14,14,263,14,1,Area1,3
C4964,5107,2,6,314,14,14,651,10,2,Area1,2
C4966,10624,3,5,428,17,17,1011,8,2,Area1,1
C4967,3376,2,4,429,12,12,2105,12,2,Area1,2
C4968,2563,3,8,352,14,12,949,14,1,Area1,3
C4969,9635,3,7,439,42,28,5147,36,2,Area1,1
C4970,4825,2,6,467,19,19,409,16,2,Area1,3
C4971,2812,5,8,131,12,13,811,11,2,Area1,3
C4972,3562,2,7,368,12,12,997,12,2,Area1,1
C4973,3000,2,4,372,15,14,613,15,1,Area1,3
C4974,5049,3,6,356,19,12,3409,16,2,Area1,1
C4975,5000,3,10,366,5,5,30,0,2,Area1,1
C4976,4250,3,5,330,12,12,1742,12,2,Area1,3
C4977,2875,2,5,370,19,9,1238,19,1,Area1,3
C4978,3813,4,8,448,25,20,497,25,2,Area1,3
C4979,3938,4,7,328,17,17,1272,17,2,Area1,3
C4982,3450,3,6,467,14,14,417,14,2,Area1,1
C4983,5455,3,7,360,9,9,1015,2,2,Area1,1
C4984,2955,4,8,203,9,8,1857,5,2,Area1,1
C4987,5500,2,4,412,14,13,356,10,2,Area1,2
C4988,2687,3,5,409,13,13,1104,11,1,Area1,3
C4989,5625,2,7,324,9,9,80,2,2,Area1,2
C4990,2793,2,6,284,9,9,1859,7,2,Area1,3
C4991,3719,2,5,428,26,22,1605,26,2,Area1,3
C4993,8079,2,6,339,34,33,1048,32,2,Area1,1
C4994,4150,2,4,370,22,18,1295,22,2,Area1,3
C4995,6181,3,5,349,27,25,3232,27,2,Area1,2
C4996,6165,3,5,413,15,14,1554,12,1,Area1,3
C4997,4725,4,6,405,25,18,2955,25,1,Area1,3
C4999,8979,2,6,368,40,40,1757,31,2,Area1,3
C5000,4687,6,8,245,23,18,866,23,1,Area1,3
C5001,2687,3,6,429,12,12,1863,8,2,Area1,1
C5002,3125,4,7,459,10,10,680,10,2,Area1,2
C5003,3250,3,8,410,16,14,7412,16,1,Area1,1
C5004,9754,3,6,428,32,32,1651,24,2,Area1,2
C5005,3125,4,8,359,2,2,0,0,2,Area1,3
C5006,3376,3,6,107,19,19,379,19,2,Area1,1
C5007,4123,4,7,414,14,13,1669,10,2,Area1,3
C5008,3188,3,6,365,11,11,3465,11,1,Area1,1
C5009,4500,2,8,368,13,13,124,13,2,Area1,1
C5010,4562,3,8,449,19,18,4474,18,2,Area1,2
C5013,7625,2,7,445,17,16,2488,14,2,Area1,1
C5014,12891,3,5,298,58,57,236,56,2,Area1,3
C5015,3000,3,5,372,35,20,313,35,2,Area1,1
C5016,2625,3,7,370,15,11,316,15,1,Area1,3
C5017,2500,2,8,377,12,12,1045,12,2,Area1,2
C5020,4000,2,5,268,15,15,235,15,2,Area1,1
C5021,3474,3,5,445,16,16,2277,11,2,Area1,1
C5022,6563,3,7,461,30,30,6359,30,2,Area1,2
C5023,3137,2,5,152,18,12,16,17,2,Area1,1
C5025,8938,3,6,369,34,29,9697,34,2,Area1,2
C5027,3375,2,4,371,15,12,1306,15,2,Area1,1
C5029,3028,2,6,343,8,8,356,2,2,Area1,2
C5030,5375,5,8,247,18,18,1785,18,2,Area1,1
C5032,2875,2,6,117,15,11,226,15,2,Area1,3
C5033,2612,2,7,355,6,6,485,2,2,Area1,1
C5034,3369,5,6,424,20,20,1697,20,2,Area1,2
C5035,2500,3,7,367,9,9,871,9,2,Area1,3
C5036,2750,5,7,382,11,11,2605,11,2,Area1,1
C5037,2563,2,7,262,14,14,1926,14,2,Area1,1
C5038,3375,2,7,394,10,10,1979,10,2,Area1,3
C5040,2750,3,5,447,14,11,3798,14,2,Area1,3
C5045,5171,4,6,312,23,19,1099,18,1,Area1,3
C5047,2781,4,8,362,14,8,241,13,1,Area1,1
C5048,8924,5,7,441,6,6,606,1,2,Area1,3
C5049,5687,3,5,366,8,8,154,7,2,Area1,2
C5051,2750,2,5,385,16,14,843,16,1,Area1,2
C5052,3625,2,6,452,20,16,315,20,2,Area1,2
C5053,7187,4,5,297,25,15,11,20,1,Area1,3
C5054,3813,2,3,413,21,20,95,21,1,Area1,3
C5055,6000,3,5,329,13,13,1404,13,2,Area1,3
C5057,5780,2,5,425,30,23,1839,27,2,Area1,2
C5058,2500,2,5,388,13,13,896,13,2,Area1,3
C5059,2875,3,6,360,17,17,511,17,2,Area1,3
C5060,2938,3,7,226,15,15,803,15,2,Area1,3
C5062,5574,2,6,135,8,8,7,1,2,Area1,1
C5063,2898,2,5,347,12,9,678,6,1,Area1,2
C5064,2932,4,6,424,20,12,2038,20,1,Area1,2
C5065,5125,2,4,431,26,26,1166,26,2,Area1,3
C5066,5581,3,5,348,20,20,2933,13,2,Area1,2
C1107,3188,4,12,369,25,15,75,25,2,Area1,3
C1114,5063,5,7,399,36,24,6411,36,2,Area1,1
C1115,2638,3,7,444,14,14,2804,14,1,Area1,3
C1116,2938,3,5,371,6,6,1746,6,2,Area1,2
C1118,4543,2,7,346,18,16,1029,14,1,Area1,2
C1120,4559,3,7,278,12,12,1080,8,1,Area1,3
C1121,2500,4,10,448,6,6,1016,6,2,Area1,2
C1129,3813,4,13,424,17,17,1606,17,2,Area1,1
C1131,2500,2,7,126,8,8,515,8,2,Area1,1
C1143,6523,2,6,365,29,29,849,28,2,Area1,2
C1147,7031,3,6,435,23,23,865,23,2,Area1,1
C1148,6875,4,10,410,36,26,4481,36,2,Area1,1
C1158,3250,3,7,368,1,1,159,0,2,Area1,2
C1177,3380,3,5,411,13,13,1588,13,2,Area2,1
C1178,4800,4,20,320,20,16,2458,20,1,Area2,2
C1180,3917,3,6,460,15,14,3885,15,2,Area2,1
C1181,2861,3,7,345,12,12,568,12,2,Area2,3
C1186,6462,3,8,372,17,17,3701,17,2,Area2,1
C1187,2709,2,7,363,9,9,331,9,2,Area2,3
C1220,2503,4,9,367,10,10,890,10,2,Area2,1
C1226,3461,3,7,366,11,11,1512,11,2,Area2,1
C1228,3908,5,11,390,12,10,1074,12,1,Area2,3
C1238,4498,2,7,299,19,19,923,19,2,Area2,1
C1262,2712,3,9,400,8,8,1549,8,2,Area2,3
C1263,3933,3,7,377,13,13,2016,13,2,Area2,2
C1265,2687,3,6,392,15,12,2924,15,2,Area2,2
C1267,3318,2,6,436,12,12,5233,12,2,Area2,2
C1268,7277,3,6,412,29,23,2196,29,2,Area2,1
C1270,3414,3,6,372,14,10,2572,14,1,Area2,3
C1286,2871,4,21,374,8,8,1131,8,2,Area2,2
C1291,5795,3,6,455,13,13,1217,13,2,Area2,3
C1294,3104,2,5,432,11,11,219,11,2,Area2,2
C1303,3492,2,5,255,8,8,89,8,2,Area2,3
C1304,3108,2,6,256,7,7,1510,7,2,Area2,1
C1310,3541,3,7,378,18,18,488,18,2,Area2,2
C1318,5091,2,6,470,18,18,2418,18,2,Area2,3
C1327,4665,3,5,373,18,18,887,18,2,Area2,3
C1328,4016,2,5,446,12,12,1478,12,2,Area2,1
C1334,2670,2,7,324,11,11,1273,11,2,Area2,3
C1354,3692,3,5,352,13,13,4480,13,2,Area2,3
C1356,6896,2,5,419,33,33,2655,33,2,Area2,2
C1358,2929,2,6,405,14,14,2125,14,2,Area2,3
C1362,4112,2,11,456,12,11,1587,12,2,Area2,3
C1367,3063,3,9,378,11,11,2633,11,2,Area2,3
C1368,7846,3,6,365,29,29,162,29,2,Area2,3
C1372,3860,4,6,367,14,14,98,14,2,Area2,3
C1377,2802,2,5,459,20,13,1176,20,2,Area2,2
C1397,2603,3,6,381,7,7,231,7,2,Area2,1
C1400,2737,4,7,158,15,15,4014,15,2,Area2,3
C1409,3431,2,6,220,16,16,391,16,2,Area2,2
C1411,3098,2,6,307,11,10,667,11,2,Area2,1
C1413,3868,2,7,303,15,15,1799,15,2,Area2,1
C1431,5356,4,7,363,19,12,681,19,2,Area2,3
C1437,2911,2,5,127,8,8,741,8,2,Area2,3
C1438,2595,4,9,360,13,13,231,13,2,Area2,3
C1452,9509,3,7,359,27,27,2465,27,2,Area2,2
C1454,3576,2,4,281,18,18,253,18,2,Area2,1
C1464,3292,3,5,402,16,16,498,16,2,Area2,3
C1472,2802,3,4,369,10,10,996,10,2,Area2,1
C1474,3250,3,4,425,15,13,627,15,2,Area1,3
C1481,3478,4,16,393,17,15,474,17,2,Area1,3
C1483,6050,5,20,372,28,25,8811,24,1,Area1,3
C1488,2661,2,5,364,8,8,136,3,2,Area1,3
C1490,3149,3,5,216,8,10,263,6,2,Area1,1
C1491,4501,3,4,460,19,17,925,19,1,Area1,1
C1494,3125,2,5,174,19,15,584,19,2,Area1,2
C1495,2625,6,9,369,15,12,838,15,2,Area1,2
C1512,5981,3,7,255,24,24,244,22,2,Area1,3
C1516,3750,3,7,436,18,18,2249,18,2,Area1,1
C1519,7272,3,6,389,21,21,451,15,1,Area1,3
C1523,3438,2,3,463,15,15,929,15,1,Area1,3
C1526,3563,2,4,390,17,13,1435,17,2,Area1,3
C1536,3125,2,4,419,11,9,21,9,1,Area1,2
C1537,3699,3,6,388,17,15,5160,12,1,Area1,2
C1542,3000,4,9,209,14,14,2317,14,2,Area1,1
C1546,15119,4,5,330,52,51,2608,34,2,Area1,1
C1547,3339,3,6,373,28,16,366,26,1,Area1,1
C1558,4198,2,5,399,11,10,692,3,2,Area1,3
C1567,3375,2,6,374,19,17,5285,19,2,Area1,3
C1577,5500,2,5,317,12,10,1104,4,1,Area1,1
C1581,7813,3,5,370,37,28,7637,36,2,Area1,2
C1584,5999,4,11,364,10,10,205,5,1,Area1,2
C1586,7188,4,7,340,26,26,1291,22,2,Area1,2
C1589,6162,4,11,286,27,27,604,23,2,Area1,3
C1591,4500,7,11,336,17,17,6662,17,2,Area1,3
C1595,4250,2,7,286,11,11,1001,11,2,Area1,1
C1600,9030,3,7,460,27,27,1558,23,2,Area1,2
C1604,4624,3,7,355,6,6,42,0,2,Area1,2
C1609,3042,3,12,287,8,8,51,2,2,Area1,2
C1614,3999,2,9,193,9,9,389,6,2,Area1,1
C1622,3625,3,8,327,13,13,338,13,2,Area1,3
C1624,2718,3,6,216,12,12,1416,10,2,Area1,1
C1630,6312,3,6,367,17,12,165,13,2,Area1,3
C1632,5936,2,7,132,16,14,603,13,1,Area1,2
C1634,3060,5,14,337,4,13,120,1,2,Area1,2
C1642,3313,5,9,330,17,17,622,17,2,Area1,3
C1651,5749,3,8,331,26,25,3592,26,2,Area1,3
C1653,4937,3,5,433,14,11,230,10,1,Area1,3
C1654,3625,2,8,213,17,12,30,17,2,Area1,2
C1655,4943,2,5,369,13,13,715,5,2,Area1,2
C1656,2502,2,9,372,16,10,21,12,1,Area1,3
C1657,3438,3,8,448,21,16,1013,20,1,Area1,3
C1661,2812,3,7,399,8,8,1858,4,1,Area1,2
C1664,3375,4,11,365,14,12,799,14,2,Area1,1
C1667,3125,3,12,241,7,7,868,7,2,Area1,1
C1684,2625,3,8,352,14,14,1221,14,2,Area1,1
C1685,2511,3,23,379,6,6,242,0,2,Area1,1
C1686,3765,3,7,366,8,8,47,3,1,Area1,1
C1689,2987,4,8,436,7,7,547,4,2,Area1,2
C1690,3125,4,22,103,29,16,819,29,1,Area1,2
C1692,2516,2,6,368,13,11,888,11,1,Area1,1
C1693,2876,4,8,276,14,12,1719,14,1,Area1,2
C1696,5438,4,8,337,21,21,1690,15,1,Area1,3
C1722,2688,2,5,341,12,12,366,12,2,Area1,3
C1726,4721,4,18,406,17,17,2908,9,2,Area1,1
C1727,2500,3,7,174,13,11,604,13,1,Area1,2
C1735,3563,3,7,374,18,14,884,18,2,Area1,1
C1745,2581,2,6,412,9,9,212,9,2,Area1,1
C1749,2875,4,9,415,14,14,690,14,2,Area1,1
C1750,3500,3,6,246,12,11,1529,12,2,Area1,1
C1756,2594,2,6,368,7,7,2242,7,2,Area1,2
C1757,3462,3,7,346,12,11,2152,8,2,Area1,1
C1777,3625,3,8,306,10,9,364,10,2,Area1,1
C1782,2500,3,9,406,8,8,396,8,2,Area1,3
C1786,3124,3,8,444,7,7,143,0,2,Area1,2
C1794,3717,2,7,352,19,15,370,16,1,Area1,1
C1796,2581,4,8,367,14,12,1492,14,2,Area1,1
C1800,3000,3,10,457,12,12,1897,12,2,Area1,3
C1801,3437,3,6,385,13,14,1356,12,2,Area1,2
C1806,4499,2,4,385,13,13,2784,13,2,Area2,1
C1810,3000,3,6,404,11,11,935,11,2,Area1,3
C1812,3313,3,4,378,17,17,401,17,2,Area1,2
C1815,4625,3,5,307,15,15,1058,15,2,Area1,3
C1818,2762,3,6,459,14,14,3068,12,2,Area1,3
C1833,3500,3,7,469,3,3,1454,1,2,Area1,1
C1836,3000,3,7,366,16,16,2791,16,2,Area1,2
C1842,3625,4,5,445,21,20,902,21,2,Area1,3
C1855,3776,3,7,397,22,22,1265,22,2,Area2,3
C1858,6208,2,6,368,17,12,2816,12,2,Area1,3
C1859,6000,2,5,415,20,20,1340,20,2,Area1,2
C1875,3656,3,6,366,10,10,933,8,2,Area1,1
C1878,3000,9,14,411,16,16,156,16,2,Area1,3
C1898,3393,5,10,368,13,13,2438,10,1,Area1,1
C1905,2563,4,23,286,6,6,2137,6,2,Area1,3
C1910,4313,5,20,459,23,18,3134,23,2,Area1,1
C1912,3438,3,6,446,9,9,290,9,2,Area1,1
C1913,2750,3,9,353,16,9,249,16,2,Area1,1
C1918,2662,3,7,439,22,13,1667,20,1,Area1,3
C1920,4650,3,7,364,23,20,5051,23,2,Area1,1
C1926,3550,2,8,377,16,16,111,16,1,Area1,2
C1928,3874,2,5,450,15,15,1426,11,2,Area1,3
C1930,3375,2,5,413,17,15,548,17,2,Area1,2
C1941,4807,4,8,291,8,8,338,3,2,Area1,2
C1961,3554,3,7,438,15,14,2009,15,2,Area2,2
C1969,4827,3,6,457,18,18,3919,4,1,Area1,3
C1970,2750,4,22,201,8,5,152,8,2,Area1,2
C1982,4256,4,6,317,15,15,4385,15,2,Area1,1
C1990,3500,2,6,392,17,14,2872,17,2,Area1,2
C1992,2812,4,5,421,16,13,599,16,2,Area1,2
C1993,3282,3,9,463,11,11,891,11,2,Area2,1
C1999,3501,7,11,367,17,16,1932,17,1,Area1,3
C2012,4313,3,6,204,17,12,2810,17,2,Area1,3
C2019,7072,4,9,366,10,11,83,0,2,Area1,3
C2024,4600,2,5,313,19,19,628,19,2,Area1,3
C2043,3125,2,9,161,10,10,229,10,2,Area1,2
C2047,3938,3,6,375,25,19,2175,25,2,Area1,1
C2048,2688,2,7,313,10,10,1702,10,1,Area1,3
C2057,3688,5,8,392,19,17,2034,19,1,Area1,1
C2064,7370,5,9,442,34,31,2251,25,1,Area1,2
C2065,4363,2,5,349,16,14,4349,16,2,Area1,3
C2075,3250,3,14,441,12,10,663,12,2,Area1,3
C2086,2599,3,7,372,10,9,915,10,2,Area2,1
C2088,8063,3,6,305,30,28,10307,30,2,Area1,1
C2102,3213,3,6,446,19,11,1349,19,2,Area1,1
C2103,3500,3,8,292,19,13,658,19,2,Area1,1
C2112,5593,3,5,385,18,17,4242,11,2,Area1,2
C2114,5812,4,8,427,24,25,2999,22,2,Area1,3
C2126,5000,4,21,351,23,17,423,23,2,Area1,1
C2128,2775,3,7,338,14,12,1043,14,2,Area1,2
C2129,4272,3,6,377,16,16,1002,16,1,Area2,1
C2133,3188,5,21,294,13,13,3386,12,2,Area1,3
C2141,4357,3,6,217,16,16,1172,7,2,Area1,2
C2150,3813,2,5,321,19,16,399,19,2,Area1,3
C2151,5449,3,8,376,24,20,210,21,2,Area1,3
C2152,4373,3,7,344,10,11,0,0,2,Area1,3
C2153,4938,3,10,410,26,20,1098,26,2,Area1,3
C2156,4688,4,7,370,31,24,1676,31,2,Area1,2
C2158,3625,3,7,356,28,19,3950,28,1,Area1,1
C2160,3200,3,7,312,16,16,827,16,2,Area1,3
C2166,3313,3,9,156,7,7,68,7,2,Area1,1
C2168,2875,2,8,366,11,11,640,11,2,Area1,3
C2171,4500,3,8,463,12,12,459,12,2,Area1,1
C2175,2687,3,10,179,13,13,1499,12,2,Area1,1
C2177,4905,3,5,467,19,19,920,15,2,Area1,1
C2178,3146,3,7,409,15,15,3669,15,2,Area2,3
C2188,6015,4,4,418,19,19,1135,9,1,Area1,2
C2192,4907,3,6,269,34,24,1298,34,2,Area1,2
C2196,2938,3,8,225,14,13,1767,14,2,Area1,3
C2202,3313,3,5,413,14,14,159,14,2,Area1,1
C2206,2750,4,10,447,12,9,948,12,2,Area1,3
C2207,2875,2,5,181,13,13,419,13,2,Area1,2
C2216,2875,3,5,389,12,12,801,12,2,Area1,3
C2217,2625,2,6,371,22,14,380,22,1,Area1,2
C2218,7337,2,8,251,14,13,610,5,2,Area1,1
C2219,10500,3,6,465,29,29,2677,29,2,Area1,2
C2221,3699,4,8,470,9,11,1311,4,1,Area1,1
C2233,4125,5,6,103,23,20,201,23,2,Area1,1
C2234,3750,3,7,415,18,17,1540,15,2,Area1,3
C2235,4387,3,6,207,19,17,1169,17,2,Area1,1
C2239,4716,2,6,463,18,18,761,18,2,Area1,2
C2246,2724,2,5,450,9,9,1386,5,2,Area1,1
C2252,4875,3,7,412,19,18,4520,19,2,Area1,1
C2259,4717,2,6,373,16,15,3085,13,2,Area1,1
C2268,2751,4,8,190,15,15,1833,15,2,Area1,1
C2276,2837,2,5,435,11,11,1251,9,2,Area1,2
C2277,2750,3,6,466,11,11,1390,11,2,Area1,2
C2287,2500,2,5,287,8,8,3091,8,2,Area1,1
C2289,3625,3,8,211,9,9,713,9,2,Area1,1
C2294,3813,3,9,258,16,13,3371,16,2,Area1,3
C2295,3500,3,6,319,11,11,359,11,2,Area1,1
C2299,2724,4,9,272,9,10,1140,7,2,Area1,1
C2306,4726,2,4,356,18,18,1082,12,2,Area1,1
C2307,4000,4,7,393,19,18,3265,19,2,Area1,3
C2311,2825,3,6,453,17,17,7495,17,2,Area1,3
C2312,3250,4,13,149,15,15,616,15,2,Area1,3
C2319,3063,3,5,187,12,12,476,12,2,Area1,2
C2329,3938,2,6,315,13,12,1417,13,2,Area1,2
C2333,5125,3,8,205,23,16,1863,23,2,Area1,3
C2338,5375,3,6,336,3,4,200,2,2,Area1,3
C2346,2750,4,7,278,9,9,0,9,2,Area1,3
C2347,2625,4,8,449,9,9,629,9,2,Area1,2
C2352,4250,2,5,298,4,4,0,0,2,Area1,2
C2355,2938,3,4,363,17,17,1238,17,2,Area1,1
C2357,4031,3,7,432,23,20,4676,23,2,Area1,1
C2358,5250,3,9,395,23,20,596,22,2,Area1,2
C2366,3650,3,7,294,18,17,1463,18,2,Area1,3
C2374,3125,2,6,201,12,12,1176,12,2,Area1,1
C2380,3813,3,6,392,15,12,262,15,2,Area1,3
C2381,2516,2,7,366,10,8,538,8,1,Area1,2
C2383,4625,4,6,367,6,6,1092,3,2,Area1,2
C2385,3000,3,7,453,16,14,67,16,1,Area1,1
C2391,3223,4,20,374,12,11,1849,12,2,Area2,2
C2394,5500,3,8,458,24,19,985,24,2,Area1,3
C2395,3375,4,6,389,14,13,12,14,1,Area1,3
C2398,3563,3,8,199,17,16,470,17,2,Area1,3
C2401,6000,2,5,395,31,29,6977,31,2,Area1,2
C2402,5438,5,7,392,24,21,355,24,2,Area1,1
C2405,3734,2,6,464,11,11,2080,4,2,Area1,2
C2410,4250,2,5,162,18,18,1340,18,2,Area1,3
C2418,3125,2,7,433,8,7,607,8,2,Area1,3
C2425,2563,2,4,346,12,12,177,12,2,Area1,1
C2426,4154,3,6,280,17,16,406,14,2,Area1,2
C2427,6125,4,10,281,27,21,805,25,2,Area1,2
C2434,2625,2,6,154,6,6,166,6,2,Area1,2
C2435,4687,3,8,405,26,17,1963,24,2,Area1,1
C2436,2875,2,5,259,9,9,1540,9,2,Area1,2
C2442,3500,4,8,396,12,10,2093,12,1,Area1,3
C2445,3244,5,10,468,23,16,5492,23,1,Area1,1
C2454,2813,4,10,315,10,10,908,10,2,Area1,2
C2458,10124,5,6,379,35,32,8567,30,2,Area1,3
C2462,4375,4,8,392,6,6,445,2,2,Area1,3
C2465,3938,3,8,113,22,14,504,22,2,Area1,1
C2483,2500,3,8,426,9,8,1102,9,2,Area1,1
C2484,3012,2,6,331,9,9,312,6,2,Area1,2
C2485,4217,4,11,339,17,17,66,14,2,Area1,3
C2488,6218,3,6,454,25,22,1898,17,2,Area1,2
C2490,4950,4,8,370,22,22,1630,21,2,Area1,3
C2491,2563,2,7,195,7,7,27,7,2,Area1,1
C2497,4080,4,8,330,15,12,1385,9,2,Area1,1
C2502,2973,2,5,343,6,6,287,1,2,Area1,3
C2509,2516,4,10,350,8,8,281,6,2,Area1,1
C2512,3380,3,7,260,11,11,806,10,2,Area1,2
C2514,2688,4,23,171,15,11,1728,15,2,Area1,3
C2516,4250,3,8,119,15,15,2420,15,2,Area1,3
C2520,2762,2,4,419,14,14,3677,12,2,Area1,3
C2523,2750,3,7,387,10,10,241,10,2,Area1,2
C2525,3625,3,5,414,16,15,207,16,2,Area1,3
C2544,3950,5,5,287,12,10,241,10,2,Area1,1
C2568,5938,3,7,216,19,19,8987,19,2,Area1,3
C2576,3313,2,6,366,17,16,3282,17,2,Area1,3
C2579,3000,3,5,432,10,9,777,7,2,Area1,2
C2596,4375,2,5,240,32,20,786,32,1,Area1,1
C2600,5219,2,6,189,18,18,2605,17,2,Area1,3
